question,type,choice1,c1,choice2,c2,choice3,c3,choice4,c4,choice5,c5,explanation
What is the Enlightenment?,A long and illustrious history,A period of total peace in England,FALSE,"A period when new ideas about politics, philosophy and science were developed",TRUE,A period when England became the largest empire the world had ever seen,FALSE,A period of economic recovery after the Second World War,FALSE,,,"The Enlightenment was a period during the 18th century when new ideas about politics, philosophy and science were developed."
Which of the following charities helps the environment?,The UK values and principles,NSPCC,FALSE,Shelter,FALSE,Friends of the Earth,TRUE,Crisis,FALSE,,,Friends of the Earth is an environmental charity.
Which of the following was a crucial aerial battle fought between Germany and Britain during WWII?,A long and illustrious history,The Battle of Britain,TRUE,The Battle of Worcester,FALSE,The Battle of Dunbar,FALSE,The Battle of Marston Moor,FALSE,,,The correct answer is the Battle of Britain.
What was Margaret Thatcher famous for?,A long and illustrious history,She fought for the right to vote for women,FALSE,She was the first woman Prime Minister of the UK,TRUE,She set up the women's Franchise League,FALSE,She was the founder of modern nursing,FALSE,,,Margaret Thatcher was the first woman Prime Minister of the UK.
Which two languages combined to become one English language?,A long and illustrious history,Latin,FALSE,Anglo-Saxon,TRUE,Proto-Celtic,FALSE,Norman French,TRUE,,,"After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon. Gradually these two languages combined to become one English language."
"By law, radio and television coverage of the political parties must be balanced and so equal time has to be given to rival viewpoints.",The UK values and principles,TRUE,TRUE,FALSE,FALSE,,,,,,,This statement is true.
Where did the Spanish Armada come from?,A long and illustrious history,France,FALSE,Spain,TRUE,Italy,FALSE,South America,FALSE,,,"In 1588 the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
What is the name of the War Memorial located in Whitehall?,A long and illustrious history,Dumfries,FALSE,Cenotaph,TRUE,Royal Crescent,FALSE,The White Tower,FALSE,,,The Cenotaph is a war memorial located in Whitehall.
The UK government has never suspended the Northern Ireland Assembly.,The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,The Northern Ireland Assembly has been suspended on a few occasions.
What kind of church did Scotland establish in 1560?,The UK values and principles,A Catholic church,FALSE,A Protestant church,TRUE,,,,,,,"In 1560, the predominantly Protestant Scottish Parliament abolished the authority of the Pope in Scotland and Roman Catholic religious services became illegal. A Protestant Church of Scotland with an elected leadership was established but, unlike in England, this was not a state Church."
When was the Domesday Book written?,A long and illustrious history,After the Viking invasion,FALSE,After the Norman conquest,TRUE,After the last Roman invasion,FALSE,After the Anglo-Saxon invasion,FALSE,,,"William the conqueror sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book, which gives a picture of society in England just after the Norman Conquest."
The Northern Ireland Assembly cannot make decisions on which two of the following issues?,The UK government and your role,Immigration,TRUE,Education,FALSE,Agriculture,FALSE,Defence,TRUE,,,"The Northern Ireland Assembly can make decisions on issues such as: education, agriculture, the environment health and social services, but it cannot make decisions on immigration or defence issues."
What should you do to make a complaint about the police (choose two answers)?,The UK government and your role,Write a complaint letter to the House of Commons,FALSE,Go to the Police station directly,TRUE,Write to the Chief Constable of the police force involved,TRUE,Write to your MP,FALSE,,,"Anyone can make a complaint about the police by going to a police station and writing to the Chief Constable of the police force involved. Complaints can also be made to an independent body: the Independent Police Complaints Commission in England and Wales, the Police Complaints Commissioner for Scotland or the Police Ombudsman for Northern Ireland."
What flower did William Wordsworth write about?,A long and illustrious history,Rose,FALSE,Daffodil,TRUE,Thistle,FALSE,Shamrock,FALSE,,,William Wordsworth wrote 'The Daffodils'.
When is St Andrew's day celebrated?,A long and illustrious history,17th April,FALSE,31st December,FALSE,1st March,FALSE,30th November,TRUE,,,"St Andrew's day, patron of Scotland, is celebrated on the 30th of November."
Who was the architect that rebuilt Saint Paul's cathedral after the Great Fire in 1666?,A long and illustrious history,Robert Adam,FALSE,Sir Christopher Wren,TRUE,Sir Norman Foster,FALSE,Dame Zaha Hadid,FALSE,,,"In 1666, a great fire destroyed much of the city, including many churches and St Paul's Cathedral. London was rebuilt with a new St Paul's, which was designed by a famous architect, Sir Christopher Wren."
When were the first coins in Britain made?,A long and illustrious history,The Stone Age,FALSE,The Bronze Age,FALSE,The Iron Age,TRUE,The Middle Ages,FALSE,,,The people of the Iron Age made the first coins to be minted in Britain.
Who was Emmeline Pankhurst?,A long and illustrious history,A suffragette,TRUE,A nurse,FALSE,A doctor,FALSE,A scientist,FALSE,,,"Emmeline Pankhurst was born in Manchester in 1858. She set up the women's Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women's Social and Political Union (WSPU). This was the first group whose members were called 'suffragettes'."
Who did Britain fight against in the Crimean War?,A long and illustrious history,Turkey,FALSE,Russia,TRUE,France,FALSE,Germany,FALSE,,,"From 1853 to 1856, Britain fought with Turkey and France against Russia in the Crimean War."
How old do you have to be to buy alcohol in the UK?,The UK values and principles,17,FALSE,18,TRUE,19,FALSE,20,FALSE,,,"It is a criminal offence to sell alcohol to anyone who is under 18 or to buy alcohol for people who are under the
"
Which of the following is a Crown Dependency but not part of the UK?,The UK government and your role,Shetland,FALSE,Isle of Wight,FALSE,Isle of Man,TRUE,Anglesey,FALSE,,,The Channel Islands and the Isle of Man are closely linked with the UK but are not part of it. They have their own governments and are called 'Crown dependencies'.
Is the BBC controlled by the government?,The UK government and your role,Yes,FALSE,No,TRUE,,,,,,,The BBC is the largest broadcaster in the world. It is the only wholly state-funded media organisation that is independent of government.
How many members does the Northern Ireland Assembly have?,The UK government and your role,12,FALSE,60,FALSE,90,TRUE,108,FALSE,,,"The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly)."
Who was in charge of the British fleet at the Battle of Trafalgar?,A long and illustrious history,Oliver Cromwell,FALSE,The Duke of Wellington,FALSE,Robert the Bruce,FALSE,Admiral Nelson,TRUE,,,Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.
What was inscribed in the first coins to be minted in Britain during the Iron Age?,A long and illustrious history,The names of Iron Age kings,TRUE,The names of Iron Age Gods,FALSE,The names of trees,FALSE,The names of animals,FALSE,,,"The people of the Iron Age made the first coins to be minted in Britain, some inscribed with the names of Iron Age kings."
"Towns, cities and rural areas in the UK are governed by government appointed officials.",The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,"Towns, cities and rural areas in the UK are governed by democratically elected councils, often called 'local authorities'."
Where is the Tate Art Gallery located?,A long and illustrious history,Glasgow,FALSE,Cardiff,FALSE,London,TRUE,Belfast,FALSE,,,The Tate Britain and Tate Modern are in London.
The version of the Bible created by King James I is known as:,A long and illustrious history,Authorised version,TRUE,Reformed version,FALSE,Approved version,FALSE,Unique version,FALSE,,,One achievement of King James' reign was a new translation of the Bible into English. This translation is known as the 'King James Version' or the 'Authorised Version'.
What is the period of the 1960s known for?,Arts and culture,A downgrade in manufacturing,FALSE,A growth in British fashion and pop music,TRUE,A shortage of water,FALSE,A blockage of social laws,FALSE,,,"The decade of the 1960s was a period of significant social change. It was known as the 'Swinging Sixties'. There was growth in British fashion, cinema and popular music."
"Between 1680 and 1720 many refugees called Huguenots came to England, which country did they come from?",A long and illustrious history,Pakistan,FALSE,Germany,FALSE,India,FALSE,France,TRUE,,,Between 1680 and 1720 many refugees called Huguenots came from France.
What is the most famous tennis tournament played in the UK?,Arts and culture,The Queen's Club Championships,FALSE,Wimbledon,TRUE,Roland Garros,FALSE,The Aegon Championships,FALSE,,,"The most famous tournament hosted in Britain is The Wimbledon Championships, which takes place each year at the All England Lawn Tennis and Croquet Club."
MPs can only be contacted at their office in the House of Commons.,The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,"You can contact MPs by letter or telephone at their constituency office, or at their office in the House of Commons. In addition, many MPs, SMs and MSPs hold regular local 'surgeries', where constituents can go in person to talk about issues that are of concern to them."
What is the day when jokes are published in newspapers and telecast on TV?,Arts and culture,April Fool's Day,TRUE,Boxing Day,FALSE,Halloween,FALSE,Valentine's Day,FALSE,,,"April Fool's Day, 1 April, is a day when people play jokes on each other until midday. The television and newspapers often have stories that are April Fool jokes."
Which Scottish king defeated the English at the Battle of Bannockburn?,A long and illustrious history,King Charles I,FALSE,King James I,FALSE,Admiral Nelson,FALSE,Robert the Bruce,TRUE,,,"In 1314 the Scottish, led by Robert the Bruce, defeated the English at the Battle of Bannockburn, and Scotland remained unconquered by the English."
Who invented the World Wide Web?,A long and illustrious history,Sir Tim Berners-Lee,TRUE,Sir Peter Mansfield,FALSE,Sir Ian Wilmot,FALSE,Sir Robert Edwards,FALSE,,,The inventor of the World Wide Web was Sir Tim Berners-Lee.
How are civil servants appointed and what political party do they belong to?,The UK government and your role,They are chosen on merit and form part of the Liberal Democrats party,FALSE,They are chosen randomly and form part of the Conservative party,FALSE,They are chosen randomly and are politically neutral,FALSE,They are chosen on merit and are politically neutral,TRUE,,,"Civil servants are chosen on merit and are politically neutral, they are not political appointees."
What is known as the 'Dunkirk spirit'?,A long and illustrious history,When the German air force bombed London and other British cities at night-time,FALSE,The evacuation of Allied soldiers from France during World War II,TRUE,When new social classes appeared after the Black Death,FALSE,The period when many refugees called Huguenots came from France,FALSE,,,"During WWII as France fell, the British decided to evacuate British and French soldiers from France in a huge naval operation. Many civilian volunteers in small pleasure and fishing boats from Britain helped the Navy to rescue more than 300,000 men from the beaches around Dunkirk."
You have to be at least 21 years old to serve on a jury.,The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,Anyone who is on the electoral register and is aged 18 to 70 can serve on a jury.
"If you wish to be a permanent resident or citizen of the UK, you should (choose TWO answers):",The UK government and your role,"Respect the rights of others, including their right to their own opinions",TRUE,Buy a house in the UK,FALSE,Look after yourself and your family,TRUE,Marry a British citizen,FALSE,,,"If you wish to be a permanent resident or citizen of the UK, you should: respect the rights of others, including their right to their own opinions, look after yourself and your family, respect and obey the law, treat others with fairness and look after the area in which you live and the environment."
Which of the following major sports event took place in the UK in 2012?,A long and illustrious history,The Football World Cup,FALSE,The Rugby World Cup,FALSE,The Olympic games,TRUE,The Eurocup Basketball,FALSE,,,"The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
Charles I believed in the 'Divine Right of Kings' so he tried:,A long and illustrious history,To rule without the Parliament,TRUE,To rule with the approval of the Parliament,FALSE,To raise money for the Parliament,FALSE,To restore Catholicism in Britain,FALSE,,,Charles I believed in the 'Divine Right of Kings': the idea that the king was directly appointed by God to rule. He thought that the king should be able to act without having to seek approval from Parliament and he tried to rule without the Parliament.
What is the Union Jack?,The UK values and principles,The Flag of the Commonwealth,FALSE,The Flag of the United Kingdom,TRUE,The shield used by British Knights,FALSE,A trade union to protect workers rights,FALSE,,,"The Union Flag, the Flag of the United Kingdom is also known as the Union Jack."
Who was voted the greatest Briton of all time in 2002?,A long and illustrious history,Mo Farah,FALSE,Admiral Nelson,FALSE,Winston Churchill,TRUE,Clement Attlee,FALSE,,,In 2002 Winston Churchill was voted the greatest Briton of all time by the public.
Which of the following statements is true:,The UK values and principles,Women in Britain today make up about half of the workforce.,TRUE,Women in Britain today make up about one quarter of the workforce.,FALSE,,,,,,,Women in Britain today make up about half of the workforce.
When is St George's day?,A long and illustrious history,17th March,FALSE,30th November,FALSE,1st March,FALSE,23rd April,TRUE,,,"St George's day, patron of England is celebrated on the 23rd of April."
Which is the largest National Park in England?,A long and illustrious history,Snowdonia,FALSE,Loch Lomond and the Trossachs National Park,FALSE,The Giant's Causeway,FALSE,The Lake District,TRUE,,,The Lake District is England's largest national park.
"Boudicca, was a tribal leader who fought against which foreign invaders?",A long and illustrious history,The Normands,FALSE,The Vikings,FALSE,The Anglo-Saxons,FALSE,The Romans,TRUE,,,"One of the tribal leaders who fought against the Romans was Boudicca, the queen of the Iceni."
Which of the following poems is about a group of people going on a pilgrimage?,A long and illustrious history,The Canterbury Tales,TRUE,All the world's a stage,FALSE,A Midsummer Night's dream,FALSE,Great Expectations,FALSE,,,"Geoffrey Chaucer wrote a series of poems in English about a group of people going to Canterbury on a pilgrimage. The people decided to tell each other stories on the journey, and the poems describe the travellers and some of the stories they told. This collection of poems is called The Canterbury Tales."
How are public holidays called?,A long and illustrious history,Bank Holidays,TRUE,Workers Holidays,FALSE,Business Holidays,FALSE,Summer Holidays,FALSE,,,"There are public holidays each year called bank holidays, when banks and many other businesses are closed for the day."
How did Charles II manage to escape to Europe after his defeat in the Civil War?,A long and illustrious history,Hiding in a farmer's house,FALSE,Riding a horse,FALSE,Hiding in an oak tree,TRUE,Swimming,FALSE,,,"Charles II escaped from Worcester, famously hiding in an oak tree on one occasion, and eventually fled to Europe."
Who defeated the Vikings?,A long and illustrious history,Harold,FALSE,Edward I of England,FALSE,King Arthur,FALSE,King Alfred the Great,TRUE,,,"The Anglo-Saxon kingdoms in England united under King Alfred the Great, who defeated the Vikings."
Who was William Caxton?,A long and illustrious history,A poet who wrote about a group of people going to Canterbury on a pilgrimage,FALSE,The first person in England to print books using a printing press,TRUE,The first person to sail singlehanded around the world,FALSE,The inventor of the television,FALSE,,,William Caxton was the first person in England to print books using a printing press.
Where do Beefeaters serve as tour guides?,A long and illustrious history,The Houses of the Parliament,FALSE,The Tower of London,TRUE,The O2,FALSE,The Big Ben,FALSE,,,Beefeaters serve as tour guides at the Tower of London.
"During the rebellion of the clans in Scotland, Bonnie Prince Charlie was supported by clansmen from which Scottish region?",A long and illustrious history,Glasgow,FALSE,Galloway,FALSE,The Highlands,TRUE,Edinburgh,FALSE,,,Charles Edward Stuart (Bonnie Prince Charlie) was supported by clansmen from the Scottish Highlands.
What religion did Elizabeth I follow?,A long and illustrious history,She was a Protestant,TRUE,She was a Catholic,FALSE,She was a Buddhist,FALSE,She was a Hindu,FALSE,,,Elizabeth the I was a protestant.
Who became famous for his tramp character in silent movies?,Arts and culture,Sir Rex Harrison,FALSE,David Niven,FALSE,Richard Burton,FALSE,Charlie Chaplin,TRUE,,,Charlie Chaplin became famous in silent movies for his tramp character.
Which armed force was used in the Battle of Britain?,A long and illustrious history,The Royal Navy,FALSE,The Police Force,FALSE,The Naval Service,FALSE,The Royal Air Force,TRUE,,,The correct answer is the Royal Air Force.
"In the UK, you have to be 21 years old to be able to vote in a general election.",The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,The present voting age of 18 was set in 1969 and (with a few exceptions) all UK-born and naturalised adult citizens have the right to vote.
Which of the following poets was inspired by nature?,A long and illustrious history,John Masefield,FALSE,Wilfred Owen,FALSE,Siegfried Sassoon,FALSE,William Wordsworth,TRUE,,,"British poets, including William Wordsworth, were inspired by nature."
Against which country did Britain fight at the Battle of Waterloo?,A long and illustrious history,Germany,FALSE,Italy,FALSE,France,TRUE,Spain,FALSE,,,"In 1815, the French Wars ended with the defeat of the Emperor Napoleon by the Duke of Wellington at the Battle of Waterloo."
Who was William Wilberforce?,A long and illustrious history,A poet,FALSE,A sportsman,FALSE,A politician,TRUE,A musician,FALSE,,,"William Wilberforce, an evangelical Christian and a member of Parliament, also played an important part in changing the law. Along with other abolitionists (people who supported the abolition of slavery), he succeeded in turning public opinion against the slave trade."
Who is the spiritual leader of the Church of England?,The UK values and principles,The Archbishop of Canterbury,TRUE,The Archbishop of London,FALSE,The Archbishop of Birmingham,FALSE,The Archbishop of Manchester,FALSE,,,The spiritual leader of the Church of England is the Archbishop of Canterbury.
James I was King of which country before becoming King of England?,A long and illustrious history,Wales,FALSE,Ireland,FALSE,France,FALSE,Scotland,TRUE,,,"When Elizabeth I died, her cousin James VI of Scotland became King James I of England, Wales and Ireland and Scotland remained a separate country."
Which of the following statements is correct?,The UK values and principles,Most shops in the UK open seven days a week.,TRUE,All shops in the UK close on Sundays and bank holidays.,FALSE,Most shops in the UK open only on weekends.,FALSE,All shops in the UK open only on weekends.,FALSE,,,"Most shops in the UK are open seven days a week, although trading hours on Sundays and public holidays are generally reduced."
Which country sent a fleet of ships to England in 1588?,A long and illustrious history,France,FALSE,Germany,FALSE,Spain,TRUE,Italy,FALSE,,,"Elizabeth became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
Where is the National Horseracing Museum located?,A long and illustrious history,"Edinburgh, Scotland",FALSE,"Newmarket, Suffolk",TRUE,"St Andrews, Scotland",FALSE,Aintree near Liverpool,FALSE,,,"There is a National Horseracing Museum in Newmarket, Suffolk."
Which of the following castles is located in Scotland?,A long and illustrious history,Crathes Castle,TRUE,Caernarfon Castle,FALSE,Bodiam Castle,FALSE,Powis Castle,FALSE,,,Crathes Castle is located in Scotland.
Who was a famous Art Deco ceramic designer?,A long and illustrious history,Alexander McQueen,FALSE,Thomas Chippendale,FALSE,Clarice Cliff,TRUE,Mary Quant,FALSE,,,"Britain has produced many great designers, from Thomas Chippendale (who designed furniture in the 18th century) to Clarice Cliff (who designed Art Deco ceramics) to Sir Terence Conran (a 20th-century interior designer)."
When is St Patrick's day celebrated?,A long and illustrious history,23rd April,FALSE,30th November,FALSE,1st April,FALSE,17th March,TRUE,,,"St Patrick's day, patron of Northern Ireland is celebrated on the 17th of March."
How are the members of the Northern Ireland Parliament elected?,The UK government and your role,By a system of proportional representation,TRUE,Using a system of ranked voting,FALSE,Using the first past the post system,FALSE,Using a runoff system,FALSE,,,"The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly). They are elected with a form of proportional representation."
Who was the first British Prime Minister?,A long and illustrious history,Winston Churchill,FALSE,Earl of Wilmington,FALSE,Henry Pelham,FALSE,Sir Robert Walpole,TRUE,,,"The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole, who was Prime Minister from 1721 to 1742."
Which of the following actresses has not won an Oscar?,Arts and culture,Tilda Swinton,FALSE,Emily Watson,TRUE,Dame Judi Dench,FALSE,Kate Winslet,FALSE,,,"British actors to have won Oscars include Colin Firth, Sir Antony Hopkins, Dame Judi Dench, Kate Winslet and Tilda Swinton. Emily Watson has not won an Oscar yet."
"During the Enlightenment, Adam Smith developed ideas about:",A long and illustrious history,Physics,FALSE,Economics,TRUE,Science,FALSE,Engineering,FALSE,,,During 'the Enlightenment' Adam Smith developed ideas about economics which are still referred to today.
Who died at the Battle of Trafalgar?,A long and illustrious history,Admiral Nelson,TRUE,Henry VIII,FALSE,Oliver Cromwell,FALSE,Napoleon,FALSE,,,Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.
When is Hogmanay celebrated?,A long and illustrious history,25th of December,FALSE,2nd of January,FALSE,1st of January,FALSE,31st of December,TRUE,,,"In Scotland, the 31st of December is called Hogmanay."
Proceedings in Parliament are broadcast on television and published in official reports known as:,The UK government and your role,Canvassing,FALSE,Hansard,TRUE,Cabinets,FALSE,Domesday Book,FALSE,,,Proceedings in Parliament are broadcast on television and published in official reports called Hansard.
Which of the following is a rugby competition?,A long and illustrious history,The Scottish Grand National,FALSE,The Wimbledon Championships,FALSE,The Ashes,FALSE,The Six Nations Championship,TRUE,,,"The most famous rugby union competition is the Six Nations Championship between England, Ireland, Scotland, Wales, France and Italy."
Who appoints life peers in the House of Lords?,The UK government and your role,The Speaker,FALSE,The Archbishop of Canterbury,FALSE,The Prime Minister,FALSE,The monarch,TRUE,,,Life peers are appointed by the monarch on the advice of the Prime Minister.
Who mapped the coast of Australia?,A long and illustrious history,James Cook,TRUE,Admiral Nelson,FALSE,Isaac Newton,FALSE,Sake Dean Mahomet,FALSE,,,Captain James Cook mapped the coast of Australia and a few colonies were established there.
What was the first war to be extensively covered by the media,A long and illustrious history,The Boer War,FALSE,The First World War,FALSE,The Second World War,FALSE,The Crimean War,TRUE,,,The Crimean War was the first war to be extensively covered by the media through news stories and photographs.
Which of the following monuments is located in Wiltshire?,A long and illustrious history,Hadrian's Wall,FALSE,St Paul's Cathedral,FALSE,Nelson's Column,FALSE,Stonehenge,TRUE,,,Stonehenge stands in what is now the English county of Wiltshire.
Who was the first Archbishop of Canterbury?,A long and illustrious history,St Patrick,FALSE,St Augustine,TRUE,St Andrew,FALSE,St Columba,FALSE,,,"St Augustine led missionaries from Rome, who spread Christianity in the south. St Augustine became the first Archbishop of Canterbury."
How old do you have to be to go into betting shops or gambling clubs?,The UK values and principles,18,TRUE,20,FALSE,16,FALSE,21,FALSE,,,You have to be 18 to go into betting shops or gambling clubs.
The system of government in the UK is a parliamentary democracy.,The UK values and principles,TRUE,TRUE,FALSE,FALSE,,,,,,,This statement is true.
What is the traditional food of Northern Ireland?,A long and illustrious history,Haggis,FALSE,Pancakes,FALSE,Paella,FALSE,Ulster Fry,TRUE,,,Ulster fry is the correct answer.
Who was elected as British Prime Minister in 1945?,A long and illustrious history,Clement Attlee,TRUE,Winston Churchill,FALSE,Harold Wilson,FALSE,Harold Macmillan,FALSE,,,In 1945 the British people elected a Labour government. The new Prime Minister was Clement Attlee.
How many times has the UK hosted the Olympic games?,A long and illustrious history,5,FALSE,3,TRUE,4,FALSE,8,FALSE,,,"The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
Why were canals built during the Industrial Revolution?,A long and illustrious history,To link the factories to towns and cities and to the ports,TRUE,To make space for the large fleet of British ships,FALSE,To increase the number of water mills in the UK,FALSE,To increase the amount of water in towns and cities,FALSE,,,"Canals were built to link the factories to towns and cities and to the ports, particularly in the new industrial areas in the middle and north of England."
Are civil servants appointed by the government?,The UK government and your role,Yes,FALSE,No,TRUE,,,,,,,"Civil servants are accountable to ministers. They are chosen on merit and are politically neutral, they are not political appointees."
Which of the following countries helped Britain to develop the Concorde?,A long and illustrious history,Germany,FALSE,Norway,FALSE,Italy,FALSE,France,TRUE,,,"Britain and France developed the world's only supersonic commercial airliner, Concorde."
Which invention led to the development of Britain during the Industrial Revolution?,A long and illustrious history,Magnetic Resonance Imaging,FALSE,Steam power,TRUE,Radar,FALSE,Hovercraft,FALSE,,,The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power.
Who was the tribal leader who fought against the Romans?,A long and illustrious history,Columba,FALSE,Claudius,FALSE,Hadrian,FALSE,Boudicca,TRUE,,,One of the tribal leaders who fought against the Romans was Boudicca.
Which two languages were used across England during the Middle Ages?,A long and illustrious history,Welsh,FALSE,Gaelic,FALSE,Norman French,TRUE,Anglo-Saxon,TRUE,,,"The Middle Ages saw the development of a national culture and identity. After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon."
"In 1776, which British colonies declared their independence because they demanded that there should be 'no taxation without representation'?",A long and illustrious history,North African,FALSE,Asian,FALSE,North American,TRUE,South African,FALSE,,,"In 1776, 13 North American colonies declared their independence, stating that people had a right to establish their own governments."
When was England ruled by a republic and not by a monarch?,A long and illustrious history,When Elizabeth I died without any successor,FALSE,When Charles I was executed,TRUE,When the Carta Magna restricted the king's power,FALSE,When king Harold died after the Battle of Hastings,FALSE,,,"When Charles I was executed, England declared itself a republic, called the Commonwealth. It no longer had a monarch."
Which film produced in the UK was one of the most commercially successful films of all time and one of the highest-grossing film franchises?,A long and illustrious history,Harry Potter,TRUE,Spider-man,FALSE,The Lord of the Rings,FALSE,Indiana Jones,FALSE,,,"Some of the most commercially successful films of all time, including the two highest-grossing film franchises (Harry Potter and James Bond), have been produced in the UK."
When did the first farmers come to Britain?,A long and illustrious history,"10,000 years ago",FALSE,"6,000 years ago",TRUE,"15,000 years ago",FALSE,"2,000 years ago",FALSE,,,"The first farmers arrived in Britain 6,000 years ago."
When did the First World War end?,A long and illustrious history,At 12.00 pm on 11th November 1914,FALSE,At 12.00 pm on 11th November 1918,FALSE,At 11.00 am on 11th November 1914,FALSE,At 11.00 am on 11th November 1918,TRUE,,,The First World War ended at 11.00 am on 11th November 1918 with victory for Britain and its allies.
Can court orders be obtained to protect a person from being forced into a marriage?,The UK government and your role,Yes,TRUE,No,FALSE,,,,,,,"true. Court orders can be obtained to protect a person from being forced into a marriage, or to protect a person in a forced marriage."
What medal did Mary Peters win in the 1972 Olympics?,A long and illustrious history,She did not win any medals,FALSE,Silver,FALSE,Gold,TRUE,Bronze,FALSE,,,"Born in Manchester, Mary Peters moved to Northern Ireland as a child. She was a talented athlete who won an Olympic gold medal in the pentathlon in 1972."
"In England, Wales and Northern Ireland Youth Court cases are normally heard by (choose TWO answers)?",The UK government and your role,Up to 3 specially trained magistrates,TRUE,A District Judge,TRUE,A sheriff,FALSE,Up to 5 specially trained magistrates,FALSE,,,"In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge."
What was invented by Alan Turing in the 1930s?,A long and illustrious history,The jet engine,FALSE,The television,FALSE,The Turing machine,TRUE,The ball pen,FALSE,,,"A Turing machine is a theoretical mathematical device invented by Alan Turing (1912-54), a British mathematician, in the 1930s."
Which of the following tells us about how people lived in England just after the Norman Conquest?,A long and illustrious history,The Domesday Book,TRUE,The Book of Common Prayer,FALSE,The Canterbury Tales,FALSE,The Carta Magna,FALSE,,,"William sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book. It still exists today and gives a picture of society in England just after the Norman Conquest."
Who led a team of scientists to 'split the atom' for the first time?,A long and illustrious history,Alexander Fleming,FALSE,Alan Turing,FALSE,Ernest Rutherford,TRUE,Sir Peter Mansfield,FALSE,,,"Scientists led by Ernest Rutherford, working at Manchester and then Cambridge University, were the first to 'split the atom' and took part in the Manhattan Project in the United States, which developed the atomic bomb."
What song is sung by people in the UK and other countries when they are celebrating the New Year?,Arts and culture,Auld Lang Syne,TRUE,The British Anthem,FALSE,Jingle Bells,FALSE,White Christmas,FALSE,,,"The song Auld Lang Syne, which is sung by people in the UK and other countries when they are celebrating the New Year (or Hogmanay as it is called in Scotland)."
Who fought in the English Civil war of 1642?,A long and illustrious history,The House of York and the House of Lancaster,FALSE,The Anglo-Saxons and the Vikings,FALSE,The Cavaliers and the Roundheads,TRUE,The House of Fraser and the House of Stuart,FALSE,,,The Civil war between the king and Parliament began in 1642. The country split into those who supported the king (the Cavaliers) and those who supported Parliament (the Roundheads).
Which two of these forts were part of Hadrian's wall?,A long and illustrious history,Vindolanda,TRUE,Maiden Castle,FALSE,Housesteads,TRUE,Grimsby,FALSE,,,"Parts of Hadrian's Wall, include the forts of Housesteads and Vindolanda."
What was the religion of the Puritans?,A long and illustrious history,Hindu,FALSE,Catholic,FALSE,Sikh,FALSE,Protestant,TRUE,,,The Puritans were a group of Protestants who advocated strict and simple religious doctrine and worship.
What is the name of Irish people who favoured complete independence from the UK in the 19th century?,A long and illustrious history,Fenians,TRUE,Quakers,FALSE,Highlanders,FALSE,Suffragettes,FALSE,,,"The Irish Nationalist movement had grown strongly through the 19th century. Some, such as the Fenians, favoured complete independence."
Which two British pop music groups were famous during the Swinging Sixties?,Arts and culture,The Rolling Stones,TRUE,The Beatles,TRUE,ABBA,FALSE,Radiohead,FALSE,,,"The decade of the 1960s was a period of significant social change. It was known as the 'swinging sixties'. There was growth in British fashion, cinema and popular music. Two well-known pop music groups at the time were The Beatles and The Rolling Stones."
What is the minimum age required to drive a motorcycle?,The UK values and principles,16 years old,FALSE,17 years old,TRUE,18 years old,FALSE,21 years old,FALSE,,,"In the UK, you must be at least 17 years to drive a car or motorcycle and you must have a driving licence to drive on public roads."
"The members of the House of Lords, known as peers, are elected by the people.",The UK government and your role,TRUE,FALSE,FALSE,TRUE,,,,,,,"false. The members of the House of Lords, known as peers, are not elected by the people."
When did the Emancipation Act abolish slavery throughout the British Empire?,A long and illustrious history,1835,FALSE,1823,FALSE,1807,FALSE,1833,TRUE,,,In 1833 the Emancipation Act abolished slavery throughout the British Empire.
