"question","type","choice1","c1","choice2","c2","choice3","c3","choice4","c4","choice5","c5","explanation"
"Who was in charge of the British fleet at the Battle of Trafalgar?","A long and illustrious history","Oliver Cromwell","false","The Duke of Wellington","false","Robert the Bruce","false","Admiral Nelson","true","","","Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle."
"What was inscribed in the first coins to be minted in Britain during the Iron Age?","A long and illustrious history","The names of Iron Age kings","true","The names of Iron Age Gods","false","The names of trees","false","The names of animals","false","","","The people of the Iron Age made the first coins to be minted in Britain, some inscribed with the names of Iron Age kings."
"Towns, cities and rural areas in the UK are governed by government appointed officials.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","Towns, cities and rural areas in the UK are governed by democratically elected councils, often called 'local authorities'."
"Where is the Tate Art Gallery located?","A long and illustrious history","Glasgow","false","Cardiff","false","London","true","Belfast","false","","","The Tate Britain and Tate Modern are in London."
"The version of the Bible created by King James I is known as:","A long and illustrious history","Authorised version","true","Reformed version","false","Approved version","false","Unique version","false","","","One achievement of King James' reign was a new translation of the Bible into English. This translation is known as the 'King James Version' or the 'Authorised Version'."
"What is the period of the 1960s known for?","Arts and culture","A downgrade in manufacturing","false","A growth in British fashion and pop music","true","A shortage of water","false","A blockage of social laws","false","","","The decade of the 1960s was a period of significant social change. It was known as the 'Swinging Sixties'. There was growth in British fashion, cinema and popular music."
"Between 1680 and 1720 many refugees called Huguenots came to England, which country did they come from?","A long and illustrious history","Pakistan","false","Germany","false","India","false","France","true","","","Between 1680 and 1720 many refugees called Huguenots came from France."
"What is the most famous tennis tournament played in the UK?","Arts and culture","The Queen's Club Championships","false","Wimbledon","true","Roland Garros","false","The Aegon Championships","false","","","The most famous tournament hosted in Britain is The Wimbledon Championships, which takes place each year at the All England Lawn Tennis and Croquet Club."
"MPs can only be contacted at their office in the House of Commons.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","You can contact MPs by letter or telephone at their constituency office, or at their office in the House of Commons. In addition, many MPs, SMs and MSPs hold regular local 'surgeries', where constituents can go in person to talk about issues that are of concern to them."
"What is the day when jokes are published in newspapers and telecast on TV?","Arts and culture","April Fool's Day","true","Boxing Day","false","Halloween","false","Valentine's Day","false","","","April Fool's Day, 1 April, is a day when people play jokes on each other until midday. The television and newspapers often have stories that are April Fool jokes."
"Which Scottish king defeated the English at the Battle of Bannockburn?","A long and illustrious history","King Charles I","false","King James I","false","Admiral Nelson","false","Robert the Bruce","true","","","In 1314 the Scottish, led by Robert the Bruce, defeated the English at the Battle of Bannockburn, and Scotland remained unconquered by the English."
"Who invented the World Wide Web?","A long and illustrious history","Sir Tim Berners-Lee","true","Sir Peter Mansfield","false","Sir Ian Wilmot","false","Sir Robert Edwards","false","","","The inventor of the World Wide Web was Sir Tim Berners-Lee."
"How are civil servants appointed and what political party do they belong to?","The UK government and your role","They are chosen on merit and form part of the Liberal Democrats party","false","They are chosen randomly and form part of the Conservative party","false","They are chosen randomly and are politically neutral","false","They are chosen on merit and are politically neutral","true","","","Civil servants are chosen on merit and are politically neutral , they are not political appointees."
"What is known as the 'Dunkirk spirit'?","A long and illustrious history","When the German air force bombed London and other British cities at night-time","false","The evacuation of Allied soldiers from France during World War II","true","When new social classes appeared after the Black Death","false","The period when many refugees called Huguenots came from France","false","","","During WWII as France fell, the British decided to evacuate British and French soldiers from France in a huge naval operation. Many civilian volunteers in small pleasure and fishing boats from Britain helped the Navy to rescue more than 300,000 men from the beaches around Dunkirk."
"You have to be at least 21 years old to serve on a jury.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","Anyone who is on the electoral register and is aged 18 to 70 can serve on a jury."
"If you wish to be a permanent resident or citizen of the UK, you should (choose TWO answers):","The UK government and your role","Respect the rights of others, including their right to their own opinions","true","Buy a house in the UK","false","Look after yourself and your family","true","Marry a British citizen","false","","","If you wish to be a permanent resident or citizen of the UK, you should: respect the rights of others, including their right to their own opinions, look after yourself and your family, respect and obey the law, treat others with fairness and look after the area in which you live and the environment."
"Which of the following major sports event took place in the UK in 2012?","A long and illustrious history","The Football World Cup","false","The Rugby World Cup","false","The Olympic games","true","The Eurocup Basketball","false","","","The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
"Charles I believed in the 'Divine Right of Kings' so he tried:","A long and illustrious history","To rule without the Parliament","true","To rule with the approval of the Parliament","false","To raise money for the Parliament","false","To restore Catholicism in Britain","false","","","Charles I believed in the 'Divine Right of Kings': the idea that the king was directly appointed by God to rule. He thought that the king should be able to act without having to seek approval from Parliament and he tried to rule without the Parliament."
"What is the Union Jack?","The UK values and principles","The Flag of the Commonwealth","false","The Flag of the United Kingdom","true","The shield used by British Knights","false","A trade union to protect workers rights","false","","","The Union Flag, the Flag of the United Kingdom is also known as the Union Jack."
"Who was voted the greatest Briton of all time in 2002?","A long and illustrious history","Mo Farah","false","Admiral Nelson","false","Winston Churchill","true","Clement Attlee","false","","","In 2002 Winston Churchill was voted the greatest Briton of all time by the public."
"Which of the following statements is true:","The UK values and principles","Women in Britain today make up about half of the workforce.","true","Women in Britain today make up about one quarter of the workforce.","false","","","","","","","Women in Britain today make up about half of the workforce."
"When is St George's day?","A long and illustrious history","17th March","false","30th November","false","1st March","false","23rd April","true","","","St George's day, patron of England is celebrated on the 23rd of April."
"Which is the largest National Park in England?","A long and illustrious history","Snowdonia","false","Loch Lomond and the Trossachs National Park","false","The Giant's Causeway","false","The Lake District","true","","","The Lake District is England's largest national park."
"Boudicca, was a tribal leader who fought against which foreign invaders?","A long and illustrious history","The Normands","false","The Vikings","false","The Anglo-Saxons","false","The Romans","true","","","One of the tribal leaders who fought against the Romans was Boudicca, the queen of the Iceni."
"Which of the following poems is about a group of people going on a pilgrimage?","A long and illustrious history","The Canterbury Tales","true","All the world's a stage","false","A Midsummer Night's dream","false","Great Expectations","false","","","Geoffrey Chaucer wrote a series of poems in English about a group of people going to Canterbury on a pilgrimage. The people decided to tell each other stories on the journey, and the poems describe the travellers and some of the stories they told. This collection of poems is called The Canterbury Tales."
"How are public holidays called?","A long and illustrious history","Bank Holidays","true","Workers Holidays","false","Business Holidays","false","Summer Holidays","false","","","There are public holidays each year called bank holidays, when banks and many other businesses are closed for the day."
"How did Charles II manage to escape to Europe after his defeat in the Civil War?","A long and illustrious history","Hiding in a farmer's house","false","Riding a horse","false","Hiding in an oak tree","true","Swimming","false","","","Charles II escaped from Worcester, famously hiding in an oak tree on one occasion, and eventually fled to Europe."
"Who defeated the Vikings?","A long and illustrious history","Harold","false","Edward I of England","false","King Arthur","false","King Alfred the Great","true","","","The Anglo-Saxon kingdoms in England united under King Alfred the Great, who defeated the Vikings."
"Who was William Caxton?","A long and illustrious history","A poet who wrote about a group of people going to Canterbury on a pilgrimage","false","The first person in England to print books using a printing press","true","The first person to sail singlehanded around the world","false","The inventor of the television","false","","","William Caxton was the first person in England to print books using a printing press."
"Where do Beefeaters serve as tour guides?","A long and illustrious history","The Houses of the Parliament","false","The Tower of London","true","The O2","false","The Big Ben","false","","","Beefeaters serve as tour guides at the Tower of London."
"During the rebellion of the clans in Scotland, Bonnie Prince Charlie was supported by clansmen from which Scottish region?","A long and illustrious history","Glasgow","false","Galloway","false","The Highlands","true","Edinburgh","false","","","Charles Edward Stuart (Bonnie Prince Charlie) was supported by clansmen from the Scottish Highlands."
"What religion did Elizabeth I follow?","A long and illustrious history","She was a Protestant","true","She was a Catholic","false","She was a Buddhist","false","She was a Hindu","false","","","Elizabeth the I was a protestant."
"Who became famous for his tramp character in silent movies?","Arts and culture","Sir Rex Harrison","false","David Niven","false","Richard Burton","false","Charlie Chaplin","true","","","Charlie Chaplin became famous in silent movies for his tramp character."
"Which armed force was used in the Battle of Britain?","A long and illustrious history","The Royal Navy","false","The Police Force","false","The Naval Service","false","The Royal Air Force","true","","","The correct answer is the Royal Air Force."
"In the UK, you have to be 21 years old to be able to vote in a general election.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","The present voting age of 18 was set in 1969 and (with a few exceptions) all UK-born and naturalised adult citizens have the right to vote."
"Which of the following poets was inspired by nature?","A long and illustrious history","John Masefield","false","Wilfred Owen","false","Siegfried Sassoon","false","William Wordsworth","true","","","British poets, including William Wordsworth, were inspired by nature."
"Against which country did Britain fight at the Battle of Waterloo?","A long and illustrious history","Germany","false","Italy","false","France","true","Spain","false","","","In 1815, the French Wars ended with the defeat of the Emperor Napoleon by the Duke of Wellington at the Battle of Waterloo."
"Who was William Wilberforce?","A long and illustrious history","A poet","false","A sportsman","false","A politician","true","A musician","false","","","William Wilberforce, an evangelical Christian and a member of Parliament, also played an important part in changing the law. Along with other abolitionists (people who supported the abolition of slavery), he succeeded in turning public opinion against the slave trade."
"Who is the spiritual leader of the Church of England?","The UK values and principles","The Archbishop of Canterbury","true","The Archbishop of London","false","The Archbishop of Birmingham","false","The Archbishop of Manchester","false","","","The spiritual leader of the Church of England is the Archbishop of Canterbury."
"James I was King of which country before becoming King of England?","A long and illustrious history","Wales","false","Ireland","false","France","false","Scotland","true","","","When Elizabeth I died, her cousin James VI of Scotland became King James I of England, Wales and Ireland and Scotland remained a separate country."
"Which of the following statements is correct?","The UK values and principles","Most shops in the UK open seven days a week.","true","All shops in the UK close on Sundays and bank holidays.","false","Most shops in the UK open only on weekends.","false","All shops in the UK open only on weekends.","false","","","Most shops in the UK are open seven days a week, although trading hours on Sundays and public holidays are generally reduced."
"Which country sent a fleet of ships to England in 1588?","A long and illustrious history","France","false","Germany","false","Spain","true","Italy","false","","","Elizabeth became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
"Where is the National Horseracing Museum located?","A long and illustrious history","Edinburgh, Scotland","false","Newmarket, Suffolk","true","St Andrews, Scotland","false","Aintree near Liverpool","false","","","There is a National Horseracing Museum in Newmarket, Suffolk."
"Which of the following castles is located in Scotland?","A long and illustrious history","Crathes Castle","true","Caernarfon Castle","false","Bodiam Castle","false","Powis Castle","false","","","Crathes Castle is located in Scotland."
"Who was a famous Art Deco ceramic designer?","A long and illustrious history","Alexander McQueen","false","Thomas Chippendale","false","Clarice Cliff","true","Mary Quant","false","","","Britain has produced many great designers, from Thomas Chippendale (who designed furniture in the 18th century) to Clarice Cliff (who designed Art Deco ceramics) to Sir Terence Conran (a 20th-century interior designer)."
"When is St Patrick's day celebrated?","A long and illustrious history","23rd April","false","30th November","false","1st April","false","17th March","true","","","St Patrick's day, patron of Northern Ireland is celebrated on the 17th of March."
"How are the members of the Northern Ireland Parliament elected?","The UK government and your role","By a system of proportional representation","true","Using a system of ranked voting","false","Using the first past the post system","false","Using a runoff system","false","","","The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly). They are elected with a form of proportional representation."
"Who was the first British Prime Minister?","A long and illustrious history","Winston Churchill","false","Earl of Wilmington","false","Henry Pelham","false","Sir Robert Walpole","true","","","The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole, who was Prime Minister from 1721 to 1742."
"Which of the following actresses has not won an Oscar?","Arts and culture","Tilda Swinton","false","Emily Watson","true","Dame Judi Dench","false","Kate Winslet","false","","","British actors to have won Oscars include Colin Firth, Sir Antony Hopkins, Dame Judi Dench, Kate Winslet and Tilda Swinton. Emily Watson has not won an Oscar yet."
"During the Enlightenment, Adam Smith developed ideas about:","A long and illustrious history","Physics","false","Economics","true","Science","false","Engineering","false","","","During 'the Enlightenment' Adam Smith developed ideas about economics which are still referred to today."
"Who died at the Battle of Trafalgar?","A long and illustrious history","Admiral Nelson","true","Henry VIII","false","Oliver Cromwell","false","Napoleon","false","","","Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle."
"When is Hogmanay celebrated?","A long and illustrious history","25th of December","false","2nd of January","false","1st of January","false","31st of December","true","","","In Scotland, the 31st of December is called Hogmanay."
"Proceedings in Parliament are broadcast on television and published in official reports known as:","The UK government and your role","Canvassing","false","Hansard","true","Cabinets","false","Domesday Book","false","","","Proceedings in Parliament are broadcast on television and published in official reports called Hansard."
"Which of the following is a rugby competition?","A long and illustrious history","The Scottish Grand National","false","The Wimbledon Championships","false","The Ashes","false","The Six Nations Championship","true","","","The most famous rugby union competition is the Six Nations Championship between England, Ireland, Scotland, Wales, France and Italy."
"Who appoints life peers in the House of Lords?","The UK government and your role","The Speaker","false","The Archbishop of Canterbury","false","The Prime Minister","false","The monarch","true","","","Life peers are appointed by the monarch on the advice of the Prime Minister."
"Who mapped the coast of Australia?","A long and illustrious history","James Cook","true","Admiral Nelson","false","Isaac Newton","false","Sake Dean Mahomet","false","","","Captain James Cook mapped the coast of Australia and a few colonies were established there."
"What was the first war to be extensively covered by the media","A long and illustrious history","The Boer War","false","The First World War","false","The Second World War","false","The Crimean War","true","","","The Crimean War was the first war to be extensively covered by the media through news stories and photographs."
"Which of the following monuments is located in Wiltshire?","A long and illustrious history","Hadrian's Wall","false","St Paul's Cathedral","false","Nelson's Column","false","Stonehenge","true","","","Stonehenge stands in what is now the English county of Wiltshire."
"Who was the first Archbishop of Canterbury?","A long and illustrious history","St Patrick","false","St Augustine","true","St Andrew","false","St Columba","false","","","St Augustine led missionaries from Rome, who spread Christianity in the south. St Augustine became the first Archbishop of Canterbury."
"How old do you have to be to go into betting shops or gambling clubs?","The UK values and principles","18","true","20","false","16","false","21","false","","","You have to be 18 to go into betting shops or gambling clubs."
"The system of government in the UK is a parliamentary democracy.","The UK values and principles","TRUE","true","FALSE","false","","","","","","","This statement is true."
"What is the traditional food of Northern Ireland?","A long and illustrious history","Haggis","false","Pancakes","false","Paella","false","Ulster Fry","true","","","Ulster fry is the correct answer."
"Who was elected as British Prime Minister in 1945?","A long and illustrious history","Clement Attlee","true","Winston Churchill","false","Harold Wilson","false","Harold Macmillan","false","","","In 1945 the British people elected a Labour government. The new Prime Minister was Clement Attlee."
"How many times has the UK hosted the Olympic games?","A long and illustrious history","5","false","3","true","4","false","8","false","","","The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
"Why were canals built during the Industrial Revolution?","A long and illustrious history","To link the factories to towns and cities and to the ports","true","To make space for the large fleet of British ships","false","To increase the number of water mills in the UK","false","To increase the amount of water in towns and cities","false","","","Canals were built to link the factories to towns and cities and to the ports, particularly in the new industrial areas in the middle and north of England."
"Are civil servants appointed by the government?","The UK government and your role","Yes","false","No","true","","","","","","","Civil servants are accountable to ministers. They are chosen on merit and are politically neutral , they are not political appointees."
"Which of the following countries helped Britain to develop the Concorde?","A long and illustrious history","Germany","false","Norway","false","Italy","false","France","true","","","Britain and France developed the world's only supersonic commercial airliner, Concorde."
"Which invention led to the development of Britain during the Industrial Revolution?","A long and illustrious history","Magnetic Resonance Imaging","false","Steam power","true","Radar","false","Hovercraft","false","","","The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power."
"Who was the tribal leader who fought against the Romans?","A long and illustrious history","Columba","false","Claudius","false","Hadrian","false","Boudicca","true","","","One of the tribal leaders who fought against the Romans was Boudicca."
"Which two languages were used across England during the Middle Ages?","A long and illustrious history","Welsh","false","Gaelic","false","Norman French","true","Anglo-Saxon","true","","","The Middle Ages saw the development of a national culture and identity. After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon."
"In 1776, which British colonies declared their independence because they demanded that there should be 'no taxation without representation'?","A long and illustrious history","North African","false","Asian","false","North American","true","South African","false","","","In 1776, 13 North American colonies declared their independence, stating that people had a right to establish their own governments."
"When was England ruled by a republic and not by a monarch?","A long and illustrious history","When Elizabeth I died without any successor","false","When Charles I was executed","true","When the Carta Magna restricted the king's power","false","When king Harold died after the Battle of Hastings","false","","","When Charles I was executed, England declared itself a republic, called the Commonwealth. It no longer had a monarch."
"Which film produced in the UK was one of the most commercially successful films of all time and one of the highest-grossing film franchises?","A long and illustrious history","Harry Potter","true","Spider-man","false","The Lord of the Rings","false","Indiana Jones","false","","","Some of the most commercially successful films of all time, including the two highest-grossing film franchises (Harry Potter and James Bond), have been produced in the UK."
"When did the first farmers come to Britain?","A long and illustrious history","10,000 years ago","false","6,000 years ago","true","15,000 years ago","false","2,000 years ago","false","","","The first farmers arrived in Britain 6,000 years ago."
"When did the First World War end?","A long and illustrious history","At 12.00 pm on 11th November 1914","false","At 12.00 pm on 11th November 1918","false","At 11.00 am on 11th November 1914","false","At 11.00 am on 11th November 1918","true","","","The First World War ended at 11.00 am on 11th November 1918 with victory for Britain and its allies."
"Can court orders be obtained to protect a person from being forced into a marriage?","The UK government and your role","Yes","true","No","false","","","","","","","true. Court orders can be obtained to protect a person from being forced into a marriage, or to protect a person in a forced marriage."
"What medal did Mary Peters win in the 1972 Olympics?","A long and illustrious history","She did not win any medals","false","Silver","false","Gold","true","Bronze","false","","","Born in Manchester, Mary Peters moved to Northern Ireland as a child. She was a talented athlete who won an Olympic gold medal in the pentathlon in 1972."
"In England, Wales and Northern Ireland Youth Court cases are normally heard by (choose TWO answers)?","The UK government and your role","Up to 3 specially trained magistrates","true","A District Judge","true","A sheriff","false","Up to 5 specially trained magistrates","false","","","In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge."
"What was invented by Alan Turing in the 1930s?","A long and illustrious history","The jet engine","false","The television","false","The Turing machine","true","The ball pen","false","","","A Turing machine is a theoretical mathematical device invented by Alan Turing (1912-54), a British mathematician, in the 1930s."
"Which of the following tells us about how people lived in England just after the Norman Conquest?","A long and illustrious history","The Domesday Book","true","The Book of Common Prayer","false","The Canterbury Tales","false","The Carta Magna","false","","","William sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book. It still exists today and gives a picture of society in England just after the Norman Conquest."
"Who led a team of scientists to 'split the atom' for the first time?","A long and illustrious history","Alexander Fleming","false","Alan Turing","false","Ernest Rutherford","true","Sir Peter Mansfield","false","","","Scientists led by Ernest Rutherford, working at Manchester and then Cambridge University, were the first to 'split the atom' and took part in the Manhattan Project in the United States, which developed the atomic bomb."
"What song is sung by people in the UK and other countries when they are celebrating the New Year?","Arts and culture","Auld Lang Syne","true","The British Anthem","false","Jingle Bells","false","White Christmas","false","","","The song Auld Lang Syne, which is sung by people in the UK and other countries when they are celebrating the New Year (or Hogmanay as it is called in Scotland)."
"Who fought in the English Civil war of 1642?","A long and illustrious history","The House of York and the House of Lancaster","false","The Anglo-Saxons and the Vikings","false","The Cavaliers and the Roundheads","true","The House of Fraser and the House of Stuart","false","","","The Civil war between the king and Parliament began in 1642. The country split into those who supported the king (the Cavaliers) and those who supported Parliament (the Roundheads)."
"Which two of these forts were part of Hadrian's wall?","A long and illustrious history","Vindolanda","true","Maiden Castle","false","Housesteads","true","Grimsby","false","","","Parts of Hadrian's Wall, include the forts of Housesteads and Vindolanda."
"What was the religion of the Puritans?","A long and illustrious history","Hindu","false","Catholic","false","Sikh","false","Protestant","true","","","The Puritans were a group of Protestants who advocated strict and simple religious doctrine and worship."
"What is the name of Irish people who favoured complete independence from the UK in the 19th century?","A long and illustrious history","Fenians","true","Quakers","false","Highlanders","false","Suffragettes","false","","","The Irish Nationalist movement had grown strongly through the 19th century. Some, such as the Fenians, favoured complete independence."
"Which two British pop music groups were famous during the Swinging Sixties?","Arts and culture","The Rolling Stones","true","The Beatles","true","ABBA","false","Radiohead","false","","","The decade of the 1960s was a period of significant social change. It was known as the 'swinging sixties'. There was growth in British fashion, cinema and popular music. Two well-known pop music groups at the time were The Beatles and The Rolling Stones."
"What is the minimum age required to drive a motorcycle?","The UK values and principles","16 years old","false","17 years old","true","18 years old","false","21 years old","false","","","In the UK, you must be at least 17 years to drive a car or motorcycle and you must have a driving licence to drive on public roads."
"The members of the House of Lords, known as peers, are elected by the people.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","false. The members of the House of Lords, known as peers, are not elected by the people."
"When did the Emancipation Act abolish slavery throughout the British Empire?","A long and illustrious history","1835","false","1823","false","1807","false","1833","true","","","In 1833 the Emancipation Act abolished slavery throughout the British Empire."
"Who is responsible for crime, policing and immigration?","Government and the law","The Chancellor of the Exchequer","false","The Foreign Secretary","false","The Speaker","false","The Home Secretary","true","","","The Home Secretary is responsible for crime, policing and immigration."
"What kind of genre was the film Wallace and Gromit created by Nick Park?","Arts and culture","A soap opera","false","A silent movie","false","An animated film","true","An action film","false","","","Nick Park won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
"Anyone who is violent towards their partner , whether they are a man or a woman, married or living together , can be prosecuted.","Government and the law","TRUE","true","FALSE","false","","","","","","","true. Anyone who is violent towards their partner , whether they are a man or a woman, married or living together , can be prosecuted."
"When was the United Nations set up?","Global relations","After the First World War.","false","After the Second World War.","true","Before the First World War.","false","Before the Second World War.","false","","","The UN was set up after the Second World War and aims to prevent war and promote international peace and security."
"Where is the Giant's Causeway located?","Geography and landmarks","Scotland","false","England","false","Wales","false","Northern Ireland","true","","","The Giant's Causeway is a land formation of columns made from volcanic lava located on the north-east coast of Northern Ireland. It was formed about 50 million years ago. There are many legends about the Causeway and how it was formed."
"What happened to Mary, Queen of Scots, after being sent to prison for 20 years by her cousin Queen Elizabeth I?","Historical events","She got married.","false","She was sent to France.","false","She was executed.","true","She was sent to Scotland.","false","","","Mary was executed, accused of plotting against Elizabeth I."
"Which tribe came to Britain from northern Europe after the Romans left in AD 410?","Historical events","The Gepids","false","The Jutes","true","The Frisians","false","The Burgundians","false","","","Britain was invaded by tribes from northern Europe: the Jutes, the Angles and the Saxons."
"What is one of the highest-grossing film franchises produced in the UK?","Arts and culture","James Bond","true","Star Wars","false","The Lord of the Rings","false","Superman","false","","","Some of the most commercially successful films of all time, including the two highest-grossing film franchises (Harry Potter and James Bond), have been produced in the UK."
"Who can hear cases in Youth Courts in England, Wales and Northern Ireland (two answers)?","Government and the law","Specially trained magistrates.","true","Social workers.","false","District judges.","true","Members of the public.","false","","","In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge."
"Who came from the Netherlands to become the British monarch?","Historical figures","William II","false","Charles II","true","Edward II","false","George II","false","","","In May 1660, Parliament invited Charles II to come back from exile in the Netherlands. He was crowned King Charles II of England, Wales, Scotland and Ireland."
"Who can apply for the National Citizen Service programme?","Government and the law","14- and 15-year-olds","false","15- and 16-year-olds","false","16- and 17-year-olds","true","17- and 18-year-olds","false","","","The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project."
"Nick Park has won four Oscars for his animated films, including three for films featuring:","Arts and culture","Chariots of Fire","false","Wallace and Gromit","true","Four Weddings and a Funeral","false","Women in Love","false","","","Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
"Who was the British scientist who co-discovered the structure of the DNA molecule in the 1950s?","Historical figures","Sir Ian Wilmot","false","Keith Campbell","false","James Watt","false","Francis Crick","true","","","The structure of the DNA molecule was discovered in 1953 through work at British universities in London and Cambridge. This discovery contributed to many scientific advances, particularly in medicine and fighting crime. Francis Crick (1916-2004), was one of those awarded the Nobel Prize for this discovery."
"What percentage of the UK population has a parent or grandparent born outside of the UK?","Demographics","Around 5%","false","Around 10%","true","Around 15%","false","Around 20%","false","","","Nearly 10% of the population has a parent or grandparent born outside the UK."
"How old do you have to be to drive a moped in the UK?","Government and the law","15 years old","false","16 years old","true","17 years old","false","18 years old","false","","","In the UK, you need to be at least 16 years old to ride a moped, and there are other age requirements and special tests for driving large vehicles."
"Who was the leader of the Labour Party who introduced a Scottish Parliament and a Welsh Assembly?","Historical figures","James Callaghan","false","Clement Attlee","false","Gordon Brown","false","Tony Blair","true","","","In 1997 the Labour Party led by Tony Blair was elected. The Blair government introduced a Scottish Parliament and a Welsh Assembly."
"What is the maximum amount you can claim through the small claims procedure in Scotland and Northern Ireland?","Government and the law","£3,000","true","£5,000","false","£8,000","false","£10,000","false","","","The small claims procedure is an informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer. This procedure is used for claims of less than £10,000 in England and Wales and £3,000 in Scotland and Northern Ireland."
"Which historical monument did William the Conqueror build?","Historical events","St Paul's Cathedral","false","The Cenotaph","false","Dumfries House","false","The White Tower","true","","","The White Tower in the Tower of London is an example of a Norman castle keep, built on the orders of William the Conqueror."
"Who became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process?","Historical figures","James Callaghan","false","John Major","true","Tony Blair","false","Harold Wilson","false","","","John Major became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process."
"Who should you contact to report a terrorist activity?","Government and the law","Your local Council.","false","Your local MP.","false","Your local police force.","true","The Prime Minister.","false","","","If you think someone is trying to persuade you to join an extremist or terrorist cause, you should notify your local police force."
"Which Paralympic athlete has won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games?","Sports and recreation","Sophie Christiansen","false","Ellie Simmonds","true","Baroness Tanni Grey-Thompson","false","David Weir","false","","","Ellie Simmonds is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games."
"Each of the UK countries is associated with a flower symbol, which country is associated with the rose?","Geography and landmarks","Wales","false","Northern Ireland","false","Scotland","false","England","true","","","The countries that make up the UK all have flowers which are particularly associated with them and which are sometimes worn on national saints' days. The flowers associated to each country are as follows: England , the rose, Scotland , the thistle, Wales , the daffodil and Northern Ireland , the shamrock."
"Isambard Kingdom Brunel was responsible for:","Historical figures","The construction of the Great Western Railway.","true","The invention of the television.","false","The construction of the Tower of London.","false","The discovery of insulin.","false","","","Brunel was originally from Portsmouth, England. He was an engineer who built tunnels, bridges, railway lines and ships. He was responsible for constructing the Great Western Railway, which was the first major railway built in Britain. It runs from Paddington Station in London to the south west of England, the West Midlands and Wales."
"What is the Commonwealth?","Government and the law","An organization responsible for the protection and promotion of human rights in its member countries.","false","A group of European and North American countries that have agreed to help each other if they come under attack.","false","An association of countries that support each other and work together towards shared goals in democracy and development.","true","An international organization that aims to prevent war and promote international peace and security.","false","","","The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development. Most member states were once part of the British Empire, although a few countries which were not have also joined."
"Under which name was the movement of opinion against the authority of the Pope during the times of Henry VIII known?","Historical events","The Spanish Inquisition","false","The Holy Wars","false","The Reformation","true","The Enlightenment","false","","","The correct answer is the Reformation."
"What did Isaac Newton discover?","Historical figures","Gravity","true","Penicillin","false","Insulin","false","Lightbulb","false","","","Newton's most famous published work was Philosophiae Naturalis Principia Mathematica ('Mathematical Principle of Natural Philosophy'), which showed how gravity applied to the whole universe. Newton also discovered that white light is made up of the colours of the rainbow."
"What kind of movies did Academy Award winner Nick Park specialise in?","Arts and culture","Action movies","false","Animated movies","true","Thrillers","false","Horror movies","false","","","Britain continues to be particularly strong in special effects and animation. One example is the work of Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
"Which of the following is not a constitutional institution?","Government and the law","The Parliament","false","The cabinet","false","The armed forces","true","The police","false","","","Constitutional institutions in the UK include: the monarchy, the Parliament (the House of Commons and the House of Lords), the Prime Minister, the cabinet, the judiciary (courts), the police, the civil service and the local government. The armed forces are not a constitutional institution."
"What food shortage caused the famine in Ireland?","Historical events","Corn","false","Potato","true","Wheat","false","Oats","false","","","In the middle of the century the potato crop failed, and Ireland suffered a famine. A million people died from disease and starvation."
"The leader of the opposition appoints senior opposition MPs. They form a group whose role is to challenge the government and put forward alternative policies. What are they called?","Government and the law","Shadow Cabinet","true","Lobby groups","false","Civil servants","false","Support peers","false","","","The leader of the opposition appoints senior opposition MPs to be 'shadow ministers'. Their role is to challenge the government and put forward alternative policies. They form the shadow cabinet."
